image_id,source,prompt,evaluation_seed
000000109454,coco-30k,A young man holding up a green bottle as he drinks,3052
000000024197,coco-30k,Pizza on a wooden table being cut into slices.,74150
000000100354,coco-30k,The lamb is nursing for milk from his mother.,30216
000000149123,coco-30k,a truck and two double deckered busses near a building,16007
000000078313,coco-30k,The shelves above the cabinet have porcelain dishes on them.,73839
000000308120,coco-30k,A cake made to look like a baseball hat.,26321
000000464515,coco-30k,The couple is riding the motorcycle together. ,72273
000000565031,coco-30k,A group of bikers parked in a parking lot under large lights.,82520
000000239064,coco-30k,a group of people walking on an elevated walkway,79682
000000549351,coco-30k,A smoke stack sitting on the side of a roof.,75641
000000316782,coco-30k,A group of men standing on the deck of ship next to three small boats filled with men.,362
000000431481,coco-30k,Two biscuit sandwiches sitting on a plate next to greens.,93206
000000144633,coco-30k,A basket full of broccoli sitting next to other fruits and vegetables.,76255
000000114920,coco-30k,some people and kids riding on a small train by some trees ,36230
000000261999,coco-30k,Two people standing beside a motorcycle are kissing.,93556
000000533978,coco-30k,A white stove with two metal pots on its back burners. ,59044
000000092658,coco-30k,A couple of soldiers standing on top of a boat.,43954
000000378453,coco-30k,A herd of zebras standing on a sandy platform near a small body of water.,40869
000000053635,coco-30k,The young man is practicing on his skateboard. ,89609
000000263014,coco-30k,Two zebra walking down a small rural road.,89296
000000080153,coco-30k,A person riding skis on top of a snow covered slope near a dog.,63101
000000022191,coco-30k,A single toilet on black and white tiles.,92432
000000356920,coco-30k,A man holding an umbrella while walking down a street.,44238
000000574703,coco-30k,Mississippi paddle boats still make their way on the river.,6146
000000265125,coco-30k,A woman holding a black umbrella as she stands behind a car.,633
000000014921,coco-30k,There are pictures of flowers in the bathroom.,50485
000000025191,coco-30k,there are two elephants that are walking in the wild together,43750
000000056633,coco-30k,A tasty looking pie that is sliced up and ready to eat.,23402
000000123244,coco-30k,A man with his foot on the face of someone lying on the ground.,99313
000000306363,coco-30k,"Brown, white, and black rams eating on a hill. ",8362
000000381551,coco-30k,a punch of people sitting on park benches,27108
000000174482,coco-30k,a blue bike parked on a side walk ,27689
000000186226,coco-30k,A man wearing black glasses and a mustache.,147
000000408248,coco-30k,A new black backpack with tags still attached.,13921
000000381360,coco-30k,A man is surfing a big wave towards shore.,34945
000000291712,coco-30k,a small boat in a body of water ,24461
000000223123,coco-30k,A field of cows being looked at over bushes.,27456
000000292464,coco-30k,A young woman cutting into a cake and serving it.,20219
000000201305,coco-30k,A young girl standing on a red carpet with her leg up in the air.,78981
000000333182,coco-30k,A young man with a tie stands next to a graffiti wall.,88893
000000579402,coco-30k,At least three zebras are standing together affectionately.,50421
000000365139,coco-30k,a small dog is standing in a sink,76121
000000460454,coco-30k,A man in white shirt jumping a ramp on a skateboard.,96651
000000538414,coco-30k,A player in action batting in a baseball game.,55957
000000308391,coco-30k,A fire department with a sign out front ,95934
000000567535,coco-30k,Several calves graze and wander around a snowy field.,68158
000000290532,coco-30k,A desk topped with a desktop computer monitor behind a keyboard.,16865
000000344005,coco-30k,Two people on the beach are playing Frisbee. ,34025
000000275198,coco-30k,A group of people holding umbrellas eating a meal outdoors.,84755
000000119233,coco-30k,A cat sprawled out over the top of a laptop computer keyboard.,38781
000000273323,coco-30k,A boat that is on the dock still attached. ,82498
000000061897,coco-30k,A man riding a bike down a dark city street.,40232
000000247264,coco-30k,Two men in wetsuits with one man carrying a surfboard.,48305
000000200870,coco-30k,A dog with white and black hair catching a frisbee,72547
000000385190,coco-30k,Street art painted on the wall in an asian country. ,40383
000000539141,coco-30k,a red truck a yellow crane some water boats and trees,15312
000000050054,coco-30k,a man with a cup is standing near a cow,71788
000000351130,coco-30k,a baseball player swings his bat at a ball ,4888
000000301317,coco-30k,The tennis pro is wearing Nike sports clothing.,13149
000000301691,coco-30k,City buses are parked at the bus station,80472
000000527378,coco-30k,Two horses with a barn in the background.,60175
000000091883,coco-30k,two big sea crabs some greens and noodles and two drinks,22715
000000007559,coco-30k,A coffee cup filled with different colored tooth brushes.,68014
000000125535,coco-30k,A bird perched up in a tree covered in green leaves.,63792
000000263068,coco-30k,A man in dark clothing is on a cement step doing a trick with his skateboard.,89129
000000444804,coco-30k,There was a man that was playing frisbee on the grass,53180
000000410934,coco-30k,A broccoli plant has very large leaves. ,72029
000000036049,coco-30k,the people are standing on a train track ,73221
000000506942,coco-30k,A couple of multi-colored lawn chairs sitting on a beach.,35488
000000141158,coco-30k,a person that is skiing across some snow,98112
000000047819,coco-30k,A man standing behind a brown horse carrying lots of luggage.,84310
000000120850,coco-30k,A brown bear is sitting hunched over and his paws are together on a grassy area.,18578
000000493284,coco-30k,A group of adult and young elephants walking. ,24652
000000430973,coco-30k,Large whole pizza pie with cheese and olive toppings.,34585
000000450359,coco-30k,A family is in the kitchen preparing a meal.,82541
000000161470,coco-30k,a little bird taking a bath in a bird bath ,43995
000000225480,coco-30k,Two brown and white cows standing next to each other.,15344
000000125635,coco-30k,A black and white cat stares downward at a window.,35512
000000187876,coco-30k,a group of giraffes standing near one another with trees in the background,46245
000000308799,coco-30k,A doorway into a clean wood floored kitchen.,50208
000000166565,coco-30k,A computer desk topped with a desktop computer and a scanner.,53630
000000576652,coco-30k,Man in white and maroon uniform pitching a baseball.,3531
000000476417,coco-30k,This is an image of a panda eating bamboo.,60183
000000269932,coco-30k,A toy horse sits atop a red wooden chair,82591
000000382801,coco-30k,A man riding a snowboard down the side of a snow covered ski slope.,14368
000000030668,coco-30k,A woman riding a brown horse across a sandy beach.,79917
000000387696,coco-30k,A group of people standing around a kitchen preparing food.,57895
000000532426,coco-30k,A dog  attached to a motor cycle by a leash.,68926
000000216576,coco-30k,A group of young people wearing ski equipment.,91711
000000117584,coco-30k,there is a female surfer that is riding a small wave ,95071
000000306173,coco-30k,A kitten sleep on top of papers. ,46732
000000423723,coco-30k,a big giraffe walks next to some zebras ,56990
000000388677,coco-30k,A cop riding a motorcycle next to a  white van.,71133
000000549338,coco-30k,Three horses are near a field of many animals in the distance.,14092
000000574785,coco-30k,one teo three for finb di bu bu,58116
000000154057,coco-30k,A cat that is sitting down on a porch.,44924
000000512240,coco-30k,a black chair a lamp some pictures and a fan,92435
000000004229,coco-30k,Two adults and one baby elephant walking in the wilderness,80338
000000013291,coco-30k,A group of people hold up Frisbees for the camera.,15142
000000543178,coco-30k,A kitchen with a black stove top oven.,36269
000000558181,coco-30k,A couple of brown bears standing on a log.,30756
000000549817,coco-30k,The toilet is in a room with exposed pipes.,47962
000000216235,coco-30k,Couple of cows outside eating at the grass,7394
000000398438,coco-30k,A person cutting a multi layer cake with a knife.,66986
000000477118,coco-30k,A metal pole covered in different street signs.,46604
000000314023,coco-30k,A person standing on top of a bed covered in a blanket and pillows.,64285
000000494679,coco-30k,Two giraffe and a zebra standing in a enclosure.,38035
000000479866,coco-30k,Women and men playing a frisbee-based sport on a soccer field.,30335
000000131018,coco-30k,A toddler reaches into a bowl of grapes in a sink.,64973
000000238045,coco-30k,The three green buses are parked next to each other.,59654
000000232241,coco-30k,People kneeling on their knees in the snow with snowboards.,30245
000000489046,coco-30k,A bird sitting inside of a green bush outside,95423
000000101491,coco-30k,A teenager wheeling a suitcase down a crowded street.,81340
000000485071,coco-30k,Guy falling off his surfboard after losing battle with the wave,80937
000000048196,coco-30k,A long yellow bus advertising a musical play,56928
000000565563,coco-30k,Many cars are parked along the sidewalk of a narrow street.,40411
000000252468,coco-30k,Boy sitting on a bench with an angry birds toy reading a book.,76539
000000393809,coco-30k,A group of men playing frisbee in the park.,91852
000000455325,coco-30k,Rows of sitting benches in old looking church,86724
000000018794,coco-30k,A snowboarder is high in the air holding onto his board with one arm flailing.,97932
000000545581,coco-30k,The sturdy bridge serves as a  train trestle ,58986
000000509822,coco-30k,a gray bicycle is locked to some metal doors,21678
000000108380,coco-30k,Two cows in a field eating from a food bowl,5632
000000123176,coco-30k,A yellow and black train on a track.,20738
000000382443,coco-30k,A brown and white dog chewing on a plastic bottle,314
000000281733,coco-30k,A young a boy eating a chocolate sprinkled covered donut.,13740
000000550431,coco-30k,A man adjusting another mans color in front of a painting.,44175
000000412301,coco-30k,A city bus driving past a group of men riding skateboards.,48949
000000452263,coco-30k,A bear peaks out behind the grass in the woods.,49709
000000053058,coco-30k,there is a older man sitting and using a lap top,73112
000000279256,coco-30k,A woman is riding a horse at a competition.,5753
000000180188,coco-30k,A long black train sitting on top of railroad tracks.,97364
